file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,59,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,10
style.css,60,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,12
style.css,61,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,29
style.css,62,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,1,18
style.css,63,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,12
style.css,64,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,0
style.css,65,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,0
style.css,66,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,0,0
style.css,67,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,9
style.css,68,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,12
style.css,69,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,11
style.css,70,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,10
style.css,71,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,21
style.css,72,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,0
style.css,73,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,0
style.css,74,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,49
style.css,75,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,11
style.css,76,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,18
style.css,77,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,0
style.css,78,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,0
style.css,79,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,9
style.css,80,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,12
style.css,81,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,58
style.css,82,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,9
style.css,83,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,0
style.css,84,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,0
style.css,85,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,17
style.css,86,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,12
style.css,87,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,26
style.css,88,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,15
style.css,89,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,0
style.css,90,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,0
style.css,91,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,0,12
style.css,92,css,e0b0cfac,Christian Kumagai,2025-04-09,20:44:21,-07:00,2025-04-09T20:44:21-07:00,1,8
style.css,93,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,1,25
style.css,94,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,0,0
style.css,95,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,0,0
style.css,96,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,0,11
style.css,97,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,1,13
style.css,98,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,1,13
style.css,99,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,1,14
style.css,100,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,1,11
style.css,101,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,0,0
style.css,102,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,0,0
style.css,103,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,0,8
style.css,104,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,1,17
style.css,105,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,1,25
style.css,106,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,0,0
style.css,107,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,0,0
style.css,108,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,0,9
style.css,109,css,2376d9eb,Christian Kumagai,2025-04-10,18:14:16,-07:00,2025-04-10T18:14:16-07:00,1,17
style.css,110,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,0
style.css,111,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,0
style.css,112,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,4
style.css,113,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,1,23
style.css,114,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,1,32
style.css,115,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,0
style.css,116,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,0
style.css,117,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,36
style.css,118,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,3
style.css,119,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,1,39
style.css,120,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,1,43
style.css,121,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,0
style.css,122,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,0
style.css,123,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,37
style.css,124,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,11
style.css,125,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,1,69
style.css,126,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,0
style.css,127,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,0
style.css,128,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,28
style.css,129,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,18
style.css,130,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,1,17
style.css,131,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,1,8
style.css,132,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,1,10
style.css,133,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,1,13
style.css,134,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,1,19
style.css,135,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,0
style.css,136,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,25
style.css,137,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,1,12
style.css,138,css,87ada7ff,Christian Kumagai,2025-04-17,20:12:52,-07:00,2025-04-17T20:12:52-07:00,0,0
style.css,139,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,140,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,5
style.css,141,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,11
style.css,142,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,30
style.css,143,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,34
style.css,144,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,16
style.css,145,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,146,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,147,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,148,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,14
style.css,149,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,14
style.css,150,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,16
style.css,151,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,16
style.css,152,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,13
style.css,153,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,18
style.css,154,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,155,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,156,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,14
style.css,157,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,14
style.css,158,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,16
style.css,159,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,16
style.css,160,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,13
style.css,161,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,18
style.css,162,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,163,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,7
style.css,164,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,12
style.css,165,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,57
style.css,166,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,7
style.css,167,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,11
style.css,168,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,21
style.css,169,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,16
style.css,170,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,171,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,172,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,10
style.css,173,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,12
style.css,174,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,18
style.css,175,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,9
style.css,176,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,177,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,178,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,7
style.css,179,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,20
style.css,180,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,9
style.css,181,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,10
style.css,182,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,29
style.css,183,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,17
style.css,184,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,185,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,10
style.css,186,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,13
style.css,187,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,15
style.css,188,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,13
style.css,189,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,13
style.css,190,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,9
style.css,191,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,15
style.css,192,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,193,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,194,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,9
style.css,195,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,35
style.css,196,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,197,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,198,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,28
style.css,199,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,17
style.css,200,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,14
style.css,201,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,202,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,203,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,19
style.css,204,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,14
style.css,205,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,16
style.css,206,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,207,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
style.css,208,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,47
style.css,209,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,1,11
style.css,210,css,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,0
index.js,1,js,d4b8a385,Christian Kumagai,2025-04-26,19:38:52,-07:00,2025-04-26T19:38:52-07:00,0,71
index.js,2,js,d4b8a385,Christian Kumagai,2025-04-26,19:38:52,-07:00,2025-04-26T19:38:52-07:00,0,0
index.js,3,js,d4b8a385,Christian Kumagai,2025-04-26,19:38:52,-07:00,2025-04-26T19:38:52-07:00,0,54
index.js,4,js,d4b8a385,Christian Kumagai,2025-04-26,19:38:52,-07:00,2025-04-26T19:38:52-07:00,0,42
index.js,5,js,d4b8a385,Christian Kumagai,2025-04-26,19:38:52,-07:00,2025-04-26T19:38:52-07:00,0,0
index.js,6,js,d4b8a385,Christian Kumagai,2025-04-26,19:38:52,-07:00,2025-04-26T19:38:52-07:00,0,60
index.js,7,js,d4b8a385,Christian Kumagai,2025-04-26,19:38:52,-07:00,2025-04-26T19:38:52-07:00,0,54
index.js,8,js,d4b8a385,Christian Kumagai,2025-04-26,19:38:52,-07:00,2025-04-26T19:38:52-07:00,0,0
index.js,9,js,d4b8a385,Christian Kumagai,2025-04-26,19:38:52,-07:00,2025-04-26T19:38:52-07:00,0,20
index.js,10,js,d4b8a385,Christian Kumagai,2025-04-26,19:38:52,-07:00,2025-04-26T19:38:52-07:00,0,49
index.js,11,js,d4b8a385,Christian Kumagai,2025-04-26,19:38:52,-07:00,2025-04-26T19:38:52-07:00,0,0
index.js,12,js,fda90527,Christian Kumagai,2025-05-03,22:18:02,-07:00,2025-05-03T22:18:02-07:00,0,15
